,Unnamed: 0,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExteriorQ,ExteriorC,BasementQ,BasementC,BasementEx,Basement1,BsmtFinSF1,Basement2,BsmtFinSF2,BsmtUnfSF,Heating,LowQualFinSF,GrLivArea,FullBath,HalfBath,Kitchen,TotRmsAbvGrd,Function,Fireplaces,FireplaceQ,Garage,GarageYrBlt,GarageCars,GarageArea,GarageQ,GarageC,WoodDeckSF,PoolArea,Pool,FenceType,MiscVal,SalePrice,HouseAge,Porch,TotalSF
758,758,24.0,2280,7,5,1999,360.0,3,3,4.0,3.0,1.0,5.0,549,1.0,0,195,4,0,1501,2,1,3,6,8,0,4.0,1.0,1999.0,2,440,3.0,3.0,0,0,0.0,0.0,0,179400,12,0,2245
759,759,65.0,12257,8,5,1995,513.0,4,3,4.0,3.0,3.0,2.0,56,5.0,64,1198,5,0,2531,2,1,4,9,8,1,3.0,1.0,1995.0,3,752,3.0,3.0,222,0,0.0,0.0,0,290000,16,1,3849
760,760,70.0,9100,6,6,1959,0.0,3,3,3.0,3.0,1.0,3.0,612,1.0,0,252,5,0,864,1,0,3,5,8,0,4.0,1.0,2008.0,1,300,5.0,5.0,0,0,0.0,0.0,450,127500,52,0,1728
761,761,60.0,6911,5,5,1924,0.0,3,3,3.0,3.0,2.0,2.0,405,1.0,0,740,3,0,1301,1,0,2,5,7,0,4.0,1.0,1965.0,2,440,3.0,3.0,0,0,0.0,0.0,0,100000,87,0,2446
762,762,72.0,8640,7,5,2009,0.0,3,3,4.0,3.0,2.0,6.0,24,1.0,0,732,5,0,1547,2,1,4,7,8,0,4.0,1.0,2009.0,2,614,3.0,3.0,169,0,0.0,0.0,0,215200,2,1,2303
763,763,82.0,9430,8,5,1999,673.0,4,3,4.0,3.0,2.0,6.0,1163,1.0,0,89,5,0,2365,3,1,4,8,8,1,4.0,1.0,1999.0,3,856,3.0,3.0,0,0,0.0,0.0,0,337000,12,1,3617
764,764,30.0,9549,8,5,1995,0.0,4,4,4.0,4.0,3.0,2.0,437,6.0,1057,0,5,0,1494,2,1,5,6,8,1,4.0,1.0,1995.0,2,481,3.0,3.0,0,0,0.0,0.0,0,270000,16,1,2988
765,765,75.0,14587,9,5,2008,284.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1498,5,0,1506,2,0,5,6,8,1,4.0,1.0,2008.0,2,592,3.0,3.0,0,0,0.0,0.0,0,264132,3,1,3004
766,766,80.0,10421,7,5,1988,42.0,3,3,4.0,3.0,1.0,6.0,394,1.0,0,586,3,0,1714,2,1,3,7,8,1,3.0,1.0,1988.0,2,496,3.0,3.0,228,0,3.0,3.0,500,196500,23,1,2694
767,767,75.0,12508,6,7,1940,0.0,3,3,4.0,3.0,2.0,5.0,660,1.0,0,323,5,0,1750,3,0,3,7,5,0,4.0,1.0,1989.0,1,423,3.0,3.0,245,0,0.0,0.0,1300,160000,71,1,2733
768,768,70.0,9100,7,5,2004,0.0,4,3,4.0,3.0,1.0,6.0,24,1.0,0,1836,5,0,1836,2,0,4,8,8,1,4.0,1.0,2004.0,2,484,3.0,3.0,120,0,0.0,0.0,0,216837,7,1,3696
769,769,47.0,53504,8,5,2003,603.0,5,3,4.0,3.0,4.0,5.0,1416,1.0,0,234,5,0,3279,4,1,5,12,5,1,4.0,3.0,2003.0,3,841,3.0,3.0,503,0,0.0,0.0,0,538000,8,1,4929
770,770,69.0,7252,5,5,1982,0.0,3,3,4.0,3.0,3.0,6.0,685,1.0,0,173,3,0,858,2,0,3,5,8,0,4.0,1.0,1983.0,2,576,3.0,3.0,120,0,0.0,0.0,0,134900,29,0,1716
771,771,67.0,8877,4,5,1951,0.0,3,3,2.0,2.0,1.0,2.0,836,1.0,0,0,3,0,1220,1,0,3,6,8,0,4.0,1.0,1951.0,2,396,3.0,3.0,0,0,0.0,0.0,0,102000,60,0,2056
772,772,94.0,7819,6,5,1976,0.0,3,3,3.0,3.0,3.0,5.0,422,4.0,127,480,3,0,1117,2,0,3,6,8,1,3.0,1.0,1976.0,2,672,3.0,3.0,144,0,3.0,3.0,0,107000,35,0,2146
773,773,70.0,10150,5,5,1958,1.0,3,3,3.0,3.0,1.0,3.0,456,1.0,0,456,5,0,912,1,0,3,5,8,0,4.0,1.0,1958.0,1,275,3.0,3.0,0,0,0.0,0.0,0,114500,53,0,1824
774,774,110.0,14226,8,5,2006,375.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1935,4,0,1973,2,0,4,9,8,1,4.0,1.0,2006.0,3,895,3.0,3.0,315,0,0.0,0.0,0,395000,5,1,3908
775,775,32.0,4500,6,5,1998,320.0,3,3,5.0,3.0,1.0,6.0,866,1.0,0,338,5,0,1204,3,0,3,5,8,0,4.0,1.0,1998.0,2,412,3.0,3.0,0,0,0.0,0.0,0,162000,13,1,2408
776,776,86.0,11210,7,5,2005,240.0,4,3,4.0,3.0,3.0,6.0,20,1.0,0,1594,5,0,1614,2,0,4,7,8,0,4.0,1.0,2005.0,3,865,3.0,3.0,144,0,0.0,0.0,0,221500,6,1,3228
777,777,100.0,13350,5,5,1974,0.0,3,3,3.0,3.0,1.0,5.0,762,1.0,0,102,3,0,894,2,0,3,5,8,1,2.0,1.0,1974.0,2,440,3.0,3.0,241,0,3.0,3.0,0,142500,37,0,1758
778,778,60.0,8400,5,5,1977,320.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,3,0,2020,2,0,3,10,8,2,3.0,1.0,1977.0,2,630,3.0,3.0,0,0,0.0,0.0,0,144000,34,0,2020
779,779,78.0,10530,6,5,1977,90.0,3,3,4.0,3.0,4.0,6.0,975,1.0,0,0,3,0,1004,2,0,3,4,8,0,4.0,1.0,1977.0,2,504,3.0,3.0,0,0,0.0,0.0,0,135000,34,0,1979
780,780,63.0,7875,7,5,1995,38.0,3,3,4.0,4.0,1.0,1.0,0,1.0,0,1237,4,0,1253,2,0,3,6,8,1,3.0,1.0,1995.0,2,402,3.0,3.0,220,0,0.0,0.0,0,176000,16,1,2490
781,781,65.0,7153,6,5,1992,0.0,4,4,4.0,3.0,1.0,5.0,387,1.0,0,374,5,0,1603,2,1,4,7,8,0,4.0,1.0,1992.0,2,484,3.0,3.0,0,0,0.0,0.0,0,175900,19,1,2364
782,782,67.0,16285,7,5,2001,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1413,5,0,1430,2,0,4,6,8,0,4.0,1.0,2001.0,2,605,3.0,3.0,0,0,0.0,0.0,0,187100,10,1,2843
783,783,69.0,9101,5,6,1978,104.0,3,4,4.0,3.0,3.0,6.0,1097,1.0,0,0,5,0,1110,2,0,4,4,8,1,3.0,1.0,1978.0,2,602,3.0,3.0,303,0,0.0,0.0,0,165500,33,1,2207
784,784,35.0,6300,6,6,1914,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,742,5,0,1484,2,0,3,9,8,1,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,128000,97,1,2226
785,785,69.0,9790,6,5,1967,0.0,3,3,3.0,3.0,1.0,3.0,251,2.0,630,491,3,0,1342,2,0,3,7,8,1,4.0,1.0,1967.0,2,457,3.0,3.0,0,0,0.0,0.0,0,161500,44,1,2714
786,786,60.0,10800,5,6,1915,0.0,3,4,2.0,3.0,1.0,2.0,686,1.0,0,0,3,0,1652,3,0,3,7,8,0,4.0,1.0,1961.0,1,416,3.0,3.0,0,0,0.0,0.0,1200,139000,96,1,2338
787,787,76.0,10142,7,5,2004,0.0,4,3,4.0,3.0,1.0,6.0,656,1.0,0,300,5,0,2084,3,1,4,8,8,0,4.0,3.0,2004.0,2,618,3.0,3.0,0,0,0.0,0.0,0,233000,7,1,3040
788,788,50.0,6000,4,7,1954,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,901,5,0,901,1,0,3,4,8,0,4.0,1.0,1954.0,1,281,2.0,3.0,0,0,0.0,0.0,0,107900,57,0,1802
789,789,69.0,12205,6,8,1966,157.0,3,3,3.0,2.0,4.0,2.0,568,1.0,0,264,4,0,2087,2,1,4,9,8,0,4.0,1.0,1966.0,2,444,3.0,3.0,133,0,0.0,0.0,0,187500,45,1,2919
790,790,43.0,3182,7,5,2005,11.0,4,3,4.0,3.0,1.0,6.0,16,1.0,0,1129,5,0,1145,2,0,4,5,8,1,4.0,1.0,2005.0,2,397,3.0,3.0,100,0,0.0,0.0,0,160200,6,1,2290
791,791,69.0,11333,6,5,1976,0.0,3,3,4.0,3.0,3.0,5.0,539,1.0,0,490,3,0,1062,2,0,3,5,8,2,3.0,1.0,1976.0,2,539,3.0,3.0,120,0,0.0,0.0,0,146800,35,0,2091
792,792,92.0,9920,7,5,1996,0.0,4,3,4.0,3.0,3.0,6.0,862,1.0,0,255,5,0,2013,3,1,3,8,8,1,3.0,1.0,1997.0,2,455,3.0,3.0,180,0,0.0,0.0,0,269790,15,1,3130
793,793,76.0,9158,8,5,2007,140.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1496,5,0,1496,2,0,4,7,8,0,4.0,1.0,2007.0,2,474,3.0,3.0,168,0,0.0,0.0,0,225000,4,1,2992
794,794,69.0,10832,7,5,1994,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,712,5,0,1895,2,1,4,7,8,1,3.0,1.0,1994.0,2,409,3.0,3.0,143,0,0.0,0.0,500,194500,17,1,2607
795,795,70.0,8400,6,6,1980,130.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,650,3,0,1564,2,1,3,7,8,1,3.0,1.0,1980.0,2,476,3.0,3.0,0,0,3.0,3.0,0,171000,31,1,2214
796,796,71.0,8197,6,5,1977,148.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,660,5,0,1285,1,1,3,7,8,1,3.0,1.0,1977.0,2,528,3.0,3.0,138,0,3.0,3.0,0,143500,34,0,1945
797,797,57.0,7677,5,5,1953,0.0,3,3,3.0,3.0,1.0,4.0,570,1.0,0,203,4,0,773,1,0,3,4,8,0,4.0,1.0,1953.0,1,240,3.0,3.0,0,0,0.0,0.0,0,110000,58,0,1546
798,798,104.0,13518,9,5,2008,860.0,5,3,5.0,3.0,1.0,1.0,0,1.0,0,1926,5,0,3140,3,1,5,11,8,2,4.0,3.0,2009.0,3,820,3.0,3.0,144,0,0.0,0.0,0,485000,3,1,5066
799,799,60.0,7200,5,7,1937,252.0,3,3,4.0,3.0,1.0,5.0,569,1.0,0,162,5,0,1768,2,1,4,7,8,2,3.0,1.0,1939.0,1,240,3.0,3.0,0,0,3.0,3.0,0,175000,74,1,2499
800,800,79.0,12798,6,5,1997,0.0,3,3,4.0,3.0,4.0,6.0,462,1.0,0,154,4,0,1688,3,1,4,8,8,0,4.0,1.0,1997.0,2,603,3.0,3.0,403,0,0.0,0.0,400,200000,14,1,2304
801,801,40.0,4800,4,7,1916,0.0,3,3,3.0,3.0,1.0,2.0,197,1.0,0,999,5,0,1196,2,0,3,5,8,0,4.0,1.0,1957.0,2,440,3.0,3.0,0,0,0.0,0.0,0,109900,95,0,2392
802,802,63.0,8199,7,5,2005,0.0,4,3,4.0,3.0,3.0,6.0,648,1.0,0,80,5,0,1456,3,1,4,7,8,1,4.0,1.0,2005.0,2,410,3.0,3.0,36,0,0.0,0.0,0,189000,6,1,2184
803,803,107.0,13891,9,5,2008,424.0,5,3,5.0,3.0,4.0,1.0,0,1.0,0,1734,5,0,2822,3,1,5,12,8,1,4.0,3.0,2009.0,3,1020,3.0,3.0,52,0,0.0,0.0,0,582933,3,1,4556
804,804,75.0,9000,5,5,1954,0.0,3,3,3.0,3.0,1.0,2.0,812,1.0,0,124,3,0,1128,1,0,3,5,7,0,4.0,1.0,1954.0,1,286,3.0,3.0,0,0,2.0,2.0,0,118000,57,0,2064
805,805,91.0,12274,7,5,2008,256.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1417,5,0,1428,2,0,5,6,8,0,4.0,1.0,2008.0,2,554,3.0,3.0,0,0,0.0,0.0,0,227680,3,1,2845
806,806,75.0,9750,5,5,1967,0.0,3,3,3.0,3.0,3.0,5.0,400,3.0,480,100,4,0,980,2,0,3,6,8,0,4.0,1.0,1967.0,1,384,3.0,3.0,68,0,0.0,0.0,0,135500,44,0,1960
807,807,144.0,21384,5,6,1923,0.0,3,3,3.0,3.0,4.0,6.0,1309,1.0,0,15,5,0,1576,3,1,4,6,8,1,3.0,1.0,1923.0,2,528,3.0,3.0,0,0,0.0,0.0,0,223500,88,1,2900
808,808,85.0,13400,5,5,1966,1047.0,3,3,3.0,3.0,3.0,5.0,516,4.0,128,380,3,0,1086,2,0,3,6,8,1,4.0,1.0,1966.0,2,484,3.0,3.0,0,0,2.0,2.0,0,159950,45,0,2110
809,809,90.0,8100,5,5,1898,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,849,3,0,2138,2,0,3,11,8,0,4.0,1.0,1910.0,2,360,2.0,1.0,40,0,3.0,3.0,0,106000,113,1,2987
810,810,78.0,10140,6,6,1974,99.0,3,3,3.0,3.0,1.0,5.0,663,2.0,377,0,2,0,1309,2,1,4,5,8,1,2.0,1.0,1974.0,2,484,3.0,3.0,265,648,4.0,4.0,0,181000,37,0,2349
811,811,69.0,4438,6,5,2004,169.0,4,3,4.0,3.0,4.0,6.0,662,1.0,0,186,5,0,848,2,0,4,4,8,1,4.0,1.0,2004.0,2,420,3.0,3.0,140,0,0.0,0.0,0,144500,7,0,1696
812,812,66.0,8712,5,5,1952,0.0,2,3,3.0,3.0,3.0,1.0,0,1.0,0,540,3,0,1044,1,0,2,4,8,0,4.0,4.0,1952.0,2,504,3.0,3.0,0,0,0.0,0.0,54,55993,59,0,1584
813,813,75.0,9750,6,6,1958,243.0,3,3,3.0,3.0,1.0,3.0,608,1.0,0,834,4,0,1442,1,1,3,7,8,0,4.0,1.0,1958.0,1,301,3.0,3.0,0,0,0.0,0.0,500,157900,53,1,2884
814,814,45.0,8248,5,7,1918,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,686,4,0,1250,1,2,2,7,8,0,4.0,1.0,1955.0,1,280,3.0,3.0,207,0,0.0,0.0,0,116000,93,1,1936
815,815,48.0,12137,7,5,1998,442.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1649,5,0,1661,2,0,4,6,8,0,4.0,1.0,1998.0,2,598,3.0,3.0,0,0,0.0,0.0,0,224900,13,1,3310
816,816,69.0,11425,5,6,1954,0.0,3,3,3.0,3.0,1.0,4.0,486,1.0,0,522,4,0,1008,1,0,3,4,8,1,4.0,1.0,1954.0,1,275,3.0,3.0,0,0,0.0,0.0,0,137000,57,1,2016
817,817,69.0,13265,8,5,2002,148.0,4,3,4.0,3.0,1.0,6.0,1218,1.0,0,350,5,0,1689,3,0,4,7,8,2,4.0,1.0,2002.0,3,857,3.0,3.0,150,0,0.0,0.0,0,271000,9,1,3257
818,818,80.0,8816,6,7,1971,80.0,3,3,3.0,3.0,3.0,6.0,504,1.0,0,506,4,0,1052,2,0,3,6,8,0,4.0,1.0,1971.0,2,440,3.0,3.0,0,0,3.0,3.0,0,155000,40,0,2062
819,819,44.0,6371,7,5,2009,128.0,4,3,4.0,3.0,2.0,6.0,733,1.0,0,625,5,0,1358,3,0,4,6,8,1,4.0,1.0,2010.0,2,484,3.0,3.0,192,0,0.0,0.0,0,224000,2,1,2716
820,820,72.0,7226,7,5,2003,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,798,5,0,1640,2,1,4,6,8,0,4.0,1.0,2003.0,2,595,3.0,3.0,0,0,0.0,0.0,0,183000,8,1,2438
821,821,60.0,6000,4,4,1953,0.0,2,3,2.0,3.0,1.0,1.0,0,1.0,0,936,3,0,936,1,0,3,4,6,0,4.0,1.0,1974.0,2,576,3.0,3.0,0,0,0.0,0.0,0,93000,58,1,1872
822,822,69.0,12394,7,5,2003,0.0,4,3,4.0,3.0,4.0,1.0,0,1.0,0,847,5,0,1733,2,1,4,7,8,1,4.0,3.0,2003.0,2,433,3.0,3.0,100,0,0.0,0.0,0,225000,8,1,2580
823,823,60.0,9900,6,7,1940,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,778,3,0,1489,2,0,3,7,8,1,4.0,1.0,1940.0,1,240,3.0,3.0,335,0,2.0,2.0,0,139500,71,0,2267
824,824,81.0,11216,8,5,2006,0.0,4,3,4.0,4.0,1.0,1.0,0,1.0,0,1489,5,0,1489,2,0,4,7,8,1,4.0,1.0,2006.0,2,776,3.0,3.0,0,0,0.0,0.0,0,232600,5,1,2978
825,825,114.0,14803,10,5,2007,816.0,5,3,5.0,3.0,3.0,6.0,1636,1.0,0,442,5,0,2084,3,0,5,7,8,1,4.0,1.0,2007.0,3,1220,3.0,3.0,188,0,0.0,0.0,0,385000,4,1,4162
826,826,50.0,6130,5,6,1924,0.0,3,3,3.0,3.0,1.0,5.0,784,1.0,0,0,4,0,784,2,0,4,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,109500,87,1,1568
827,827,65.0,8529,7,5,2001,0.0,4,3,4.0,3.0,1.0,6.0,20,1.0,0,1434,5,0,1434,2,0,4,6,8,1,3.0,1.0,2001.0,2,527,3.0,3.0,290,0,0.0,0.0,0,189000,10,1,2888
828,828,69.0,28698,5,5,1967,0.0,3,3,3.0,4.0,4.0,2.0,249,5.0,764,0,3,0,2126,2,2,3,7,6,0,4.0,1.0,1967.0,2,538,3.0,3.0,486,0,0.0,0.0,0,185000,44,1,3139
829,829,24.0,2544,7,5,2005,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,600,5,80,1223,2,1,4,4,8,0,4.0,1.0,2005.0,2,480,3.0,3.0,0,0,0.0,0.0,0,147400,6,1,1743
830,830,80.0,11900,6,5,1957,387.0,3,3,3.0,3.0,1.0,3.0,1040,1.0,0,352,3,0,1392,2,1,3,6,8,2,4.0,1.0,1957.0,2,458,3.0,3.0,0,0,0.0,0.0,0,166000,54,1,2784
831,831,30.0,3180,7,5,2005,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,600,5,80,1200,2,1,4,4,8,0,4.0,1.0,2005.0,2,480,3.0,3.0,0,0,0.0,0.0,0,151000,6,1,1720
832,832,44.0,9548,7,6,2003,223.0,4,3,4.0,3.0,1.0,6.0,483,1.0,0,458,5,0,1829,3,1,4,7,8,1,3.0,1.0,2003.0,2,613,3.0,3.0,192,0,0.0,0.0,0,237000,8,1,2770
833,833,100.0,10004,6,6,1964,180.0,3,3,3.0,3.0,1.0,3.0,196,4.0,345,975,3,0,1516,1,1,3,6,8,0,4.0,1.0,1964.0,2,472,3.0,3.0,0,0,0.0,0.0,0,167000,47,1,3032
834,834,75.0,7875,5,6,1961,136.0,3,3,3.0,3.0,1.0,3.0,572,1.0,0,572,4,0,1144,2,0,3,6,8,0,4.0,1.0,1961.0,2,456,3.0,3.0,0,0,2.0,2.0,0,139950,50,0,2288
835,835,60.0,9600,4,7,1950,0.0,3,3,4.0,3.0,1.0,4.0,442,1.0,0,625,3,0,1067,2,0,4,4,6,0,4.0,1.0,1996.0,2,436,3.0,3.0,290,0,0.0,0.0,0,128000,61,0,2134
836,836,90.0,8100,5,6,1948,0.0,3,3,3.0,3.0,1.0,3.0,338,1.0,0,1221,4,0,1559,2,0,3,5,6,0,4.0,1.0,1948.0,2,812,3.0,3.0,0,0,2.0,2.0,0,153500,63,1,3118
837,837,21.0,1680,6,5,1973,158.0,3,3,3.0,3.0,1.0,4.0,330,1.0,0,153,3,0,987,2,1,3,5,8,0,4.0,1.0,1973.0,1,264,3.0,3.0,0,0,0.0,0.0,0,100000,38,0,1470
838,838,75.0,9525,5,6,1995,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1099,5,0,1099,1,1,4,6,8,0,4.0,1.0,1999.0,1,352,3.0,3.0,278,0,0.0,0.0,0,144000,16,0,2198
839,839,70.0,11767,5,6,1946,0.0,3,3,3.0,3.0,1.0,4.0,352,1.0,0,416,5,0,1200,1,0,3,6,8,0,4.0,1.0,1946.0,1,240,3.0,3.0,0,0,0.0,0.0,0,130500,65,0,1968
840,840,69.0,12155,6,8,1925,0.0,3,3,3.0,3.0,1.0,4.0,156,1.0,0,516,3,0,1482,2,0,2,7,8,0,4.0,1.0,1934.0,1,400,3.0,3.0,0,0,0.0,0.0,0,140000,86,1,2154
841,841,60.0,10440,5,8,1904,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,650,4,0,1539,2,0,4,8,8,1,1.0,1.0,1983.0,2,686,4.0,3.0,70,0,0.0,0.0,0,157500,107,1,2189
842,842,82.0,9020,6,7,1966,183.0,3,3,3.0,3.0,4.0,3.0,312,5.0,539,276,3,0,1165,2,1,3,6,8,0,4.0,1.0,1966.0,2,490,4.0,4.0,0,0,4.0,4.0,0,174900,45,1,2292
843,843,80.0,8000,5,4,1961,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1800,5,0,1800,2,0,3,10,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,141000,50,0,3600
844,844,100.0,12665,5,8,1915,0.0,3,3,3.0,3.0,2.0,1.0,0,1.0,0,876,4,0,1416,1,1,3,7,8,1,4.0,1.0,1949.0,3,720,3.0,3.0,418,0,0.0,0.0,0,153900,96,1,2292
845,845,69.0,16647,5,5,1975,0.0,3,3,4.0,3.0,4.0,5.0,1390,1.0,0,0,3,0,1701,3,0,3,6,6,2,3.0,4.0,1975.0,2,611,3.0,3.0,0,0,0.0,0.0,0,171000,36,0,3091
846,846,75.0,9317,7,5,1993,137.0,4,3,4.0,3.0,1.0,5.0,513,1.0,0,227,5,0,1775,3,1,4,7,8,1,3.0,1.0,1993.0,2,425,3.0,3.0,234,0,0.0,0.0,0,213000,18,1,2515
847,847,36.0,15523,5,6,1972,0.0,3,3,3.0,3.0,3.0,4.0,460,1.0,0,404,5,0,864,2,0,3,5,8,1,2.0,1.0,1972.0,1,338,3.0,3.0,0,0,0.0,0.0,0,133500,39,0,1728
848,848,75.0,45600,6,8,1908,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,907,3,0,2358,3,0,3,10,8,1,4.0,1.0,1908.0,2,360,2.0,3.0,486,0,0.0,0.0,0,240000,103,1,3265
849,849,80.0,9600,6,7,1976,360.0,4,4,3.0,3.0,1.0,1.0,0,1.0,0,528,5,0,1855,2,1,3,7,8,1,3.0,1.0,1976.0,2,512,3.0,3.0,113,0,0.0,0.0,0,187000,35,1,2383
850,850,36.0,4435,6,5,2003,170.0,4,3,4.0,3.0,3.0,6.0,659,1.0,0,189,5,0,848,2,0,4,3,8,0,4.0,1.0,2003.0,2,420,3.0,3.0,140,0,0.0,0.0,0,131500,8,0,1696
851,851,69.0,3196,8,5,2003,40.0,4,3,4.0,3.0,4.0,1.0,0,1.0,0,1273,5,0,1456,2,0,4,7,8,1,3.0,1.0,2003.0,2,400,3.0,3.0,143,0,0.0,0.0,0,215000,8,1,2729
852,852,53.0,7128,7,5,1941,0.0,3,4,3.0,3.0,1.0,3.0,364,1.0,0,554,4,0,1646,2,0,3,7,8,2,4.0,1.0,1941.0,1,240,3.0,3.0,0,0,3.0,3.0,0,164000,70,1,2564
853,853,69.0,12095,6,6,1964,115.0,3,4,3.0,3.0,4.0,3.0,564,1.0,0,563,3,0,1445,1,1,3,7,8,1,2.0,1.0,1964.0,2,645,3.0,3.0,180,0,3.0,3.0,0,158000,47,0,2572
854,854,102.0,17920,5,4,1955,0.0,3,3,3.0,3.0,2.0,5.0,306,3.0,1085,372,3,0,1779,2,1,3,6,8,1,4.0,1.0,1955.0,2,454,3.0,3.0,0,0,0.0,0.0,0,170000,56,1,3542
855,855,69.0,6897,5,8,1962,0.0,3,4,3.0,3.0,1.0,5.0,659,1.0,0,381,5,0,1040,2,1,3,6,8,0,4.0,1.0,1962.0,1,260,3.0,3.0,0,0,0.0,0.0,0,127000,49,1,2080
856,856,69.0,10970,6,6,1978,0.0,3,3,4.0,4.0,4.0,6.0,505,2.0,435,0,3,0,1026,2,0,3,5,8,0,4.0,1.0,1981.0,2,576,3.0,2.0,0,0,3.0,3.0,0,147000,33,1,1966
857,857,65.0,8125,6,5,1994,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,702,4,0,1481,2,1,3,6,8,1,3.0,1.0,1994.0,2,343,3.0,3.0,0,0,0.0,0.0,0,174000,17,1,2183
858,858,80.0,10400,7,5,1976,189.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1090,3,0,1370,2,0,3,6,8,1,3.0,1.0,1976.0,2,479,3.0,3.0,0,0,3.0,3.0,0,152000,35,0,2460
859,859,69.0,11029,6,7,1968,220.0,3,3,3.0,3.0,2.0,4.0,619,1.0,0,435,3,0,2654,3,1,4,9,8,1,4.0,1.0,1968.0,2,619,3.0,3.0,0,0,0.0,0.0,0,250000,43,1,3708
860,860,55.0,7642,7,8,1918,0.0,4,3,3.0,3.0,1.0,1.0,0,1.0,0,912,4,0,1426,1,1,4,7,8,1,4.0,1.0,1925.0,1,216,3.0,3.0,0,0,4.0,4.0,0,189950,93,1,2338
861,861,75.0,11625,5,4,1965,0.0,3,3,3.0,3.0,2.0,4.0,841,1.0,0,198,5,0,1039,2,1,3,6,8,0,4.0,1.0,1965.0,2,504,3.0,3.0,0,0,0.0,0.0,0,131500,46,0,2078
862,862,81.0,9672,6,5,1984,0.0,3,3,4.0,3.0,1.0,6.0,338,1.0,0,702,3,0,1097,2,0,3,6,8,0,4.0,1.0,1986.0,2,480,3.0,3.0,0,0,4.0,4.0,0,152000,27,0,2137
863,863,70.0,7931,5,5,1959,0.0,3,3,3.0,3.0,1.0,4.0,1148,1.0,0,0,3,0,1148,2,0,3,6,8,0,4.0,1.0,1959.0,1,672,3.0,3.0,0,0,4.0,4.0,0,132500,52,0,2296
864,864,72.0,8640,7,5,2007,0.0,4,3,5.0,3.0,1.0,1.0,0,1.0,0,1372,5,0,1372,2,0,4,6,8,0,4.0,1.0,2008.0,2,529,3.0,3.0,0,0,0.0,0.0,0,250580,4,1,2744
865,865,69.0,8750,5,6,1970,76.0,3,3,3.0,3.0,1.0,4.0,828,1.0,0,174,3,0,1002,2,0,3,5,8,0,4.0,1.0,1973.0,2,902,3.0,3.0,0,0,3.0,3.0,0,148500,41,0,2004
866,866,67.0,10656,8,5,2006,274.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1638,5,0,1646,2,0,4,6,8,1,4.0,1.0,2007.0,3,870,3.0,3.0,192,0,0.0,0.0,0,248900,5,1,3284
867,867,85.0,6970,4,5,1961,0.0,3,3,3.0,3.0,1.0,5.0,932,1.0,0,108,3,0,1120,2,1,2,5,8,0,4.0,1.0,1961.0,2,544,3.0,3.0,168,0,0.0,0.0,400,129000,50,0,2160
868,868,69.0,14762,5,6,1948,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,4,53,2320,2,0,3,7,8,1,3.0,1.0,1979.0,2,672,3.0,3.0,120,0,0.0,0.0,0,169000,63,1,2267
869,869,80.0,9938,7,5,1993,246.0,4,3,4.0,3.0,1.0,6.0,750,1.0,0,300,5,0,1949,3,1,4,8,8,1,3.0,1.0,1993.0,2,574,3.0,3.0,156,0,4.0,4.0,0,236000,18,1,2999
870,870,60.0,6600,5,5,1962,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,894,4,0,894,1,0,3,5,8,0,4.0,1.0,1962.0,1,308,3.0,3.0,0,0,0.0,0.0,0,109500,49,0,1788
871,871,70.0,8750,6,5,1998,116.0,3,3,4.0,3.0,1.0,6.0,505,1.0,0,299,5,0,1682,2,1,4,7,8,0,4.0,1.0,1998.0,2,523,3.0,3.0,0,0,0.0,0.0,0,200500,13,1,2486
