,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExteriorQ,ExteriorC,BasementQ,BasementC,BasementEx,Basement1,BsmtFinSF1,Basement2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Kitchen,TotRmsAbvGrd,Function,Fireplaces,FireplaceQ,Garage,GarageYrBlt,GarageCars,GarageArea,GarageQ,GarageC,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Pool,FenceType,MiscVal,SalePrice
777,100.0,13350,5,5,1974,0.0,3,3,3.0,3.0,1.0,5.0,762,1.0,0,102,864,3,894,0,0,894,1,0,1,0,3,5,8,1,2.0,,1974.0,2,440,3.0,3.0,241,0,0,0,0,0,3.0,3.0,0,142500
778,60.0,8400,5,5,1977,320.0,3,3,,,,,0,,0,0,0,3,2020,0,0,2020,0,0,2,0,3,10,8,2,3.0,1.0,1977.0,2,630,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,144000
779,78.0,10530,6,5,1977,90.0,3,3,4.0,3.0,4.0,6.0,975,1.0,0,0,975,3,1004,0,0,1004,1,0,1,0,3,4,8,0,,,1977.0,2,504,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,135000
780,63.0,7875,7,5,1995,38.0,3,3,4.0,4.0,1.0,1.0,0,1.0,0,1237,1237,4,1253,0,0,1253,0,0,2,0,3,6,8,1,3.0,,1995.0,2,402,3.0,3.0,220,21,0,0,0,0,0.0,0.0,0,176000
781,65.0,7153,6,5,1992,0.0,4,4,4.0,3.0,1.0,5.0,387,1.0,0,374,761,5,810,793,0,1603,0,0,2,1,4,7,8,0,,,1992.0,2,484,3.0,3.0,0,124,0,0,0,0,0.0,0.0,0,175900
782,67.0,16285,7,5,2001,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1413,1413,5,1430,0,0,1430,0,0,2,0,4,6,8,0,,,2001.0,2,605,3.0,3.0,0,33,0,0,0,0,0.0,0.0,0,187100
783,,9101,5,6,1978,104.0,3,4,4.0,3.0,3.0,6.0,1097,1.0,0,0,1097,5,1110,0,0,1110,1,0,1,0,4,4,8,1,3.0,,1978.0,2,602,3.0,3.0,303,30,0,0,0,0,0.0,0.0,0,165500
784,35.0,6300,6,6,1914,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,742,742,5,742,742,0,1484,0,0,2,0,3,9,8,1,4.0,,,0,0,,,0,291,134,0,0,0,0.0,0.0,0,128000
785,,9790,6,5,1967,0.0,3,3,3.0,3.0,1.0,3.0,251,2.0,630,491,1372,3,1342,0,0,1342,0,0,2,0,3,7,8,1,4.0,,1967.0,2,457,3.0,3.0,0,0,0,0,197,0,0.0,0.0,0,161500
786,60.0,10800,5,6,1915,0.0,3,4,2.0,3.0,1.0,2.0,686,1.0,0,0,686,3,966,686,0,1652,1,0,2,0,3,7,8,0,,1.0,1961.0,1,416,3.0,3.0,0,0,196,0,0,0,0.0,0.0,1200,139000
787,76.0,10142,7,5,2004,0.0,4,3,4.0,3.0,1.0,6.0,656,1.0,0,300,956,5,956,1128,0,2084,1,0,2,1,4,8,8,0,,3.0,2004.0,2,618,3.0,3.0,0,45,0,0,0,0,0.0,0.0,0,233000
788,50.0,6000,4,7,1954,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,901,901,5,901,0,0,901,0,0,1,0,3,4,8,0,,1.0,1954.0,1,281,2.0,3.0,0,0,0,0,0,0,0.0,0.0,0,107900
789,,12205,6,8,1966,157.0,3,3,3.0,2.0,4.0,2.0,568,1.0,0,264,832,4,976,1111,0,2087,0,0,2,1,4,9,8,0,,,1966.0,2,444,3.0,3.0,133,168,0,0,0,0,0.0,0.0,0,187500
790,43.0,3182,7,5,2005,11.0,4,3,4.0,3.0,1.0,6.0,16,1.0,0,1129,1145,5,1145,0,0,1145,0,0,2,0,4,5,8,1,4.0,,2005.0,2,397,3.0,3.0,100,16,0,0,0,0,0.0,0.0,0,160200
791,,11333,6,5,1976,0.0,3,3,4.0,3.0,3.0,5.0,539,1.0,0,490,1029,3,1062,0,0,1062,1,0,1,0,3,5,8,2,3.0,,1976.0,2,539,3.0,3.0,120,0,0,0,0,0,0.0,0.0,0,146800
792,92.0,9920,7,5,1996,0.0,4,3,4.0,3.0,3.0,6.0,862,1.0,0,255,1117,5,1127,886,0,2013,1,0,2,1,3,8,8,1,3.0,,1997.0,2,455,3.0,3.0,180,130,0,0,0,0,0.0,0.0,0,269790
793,76.0,9158,8,5,2007,140.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1496,1496,5,1496,0,0,1496,0,0,2,0,4,7,8,0,,,2007.0,2,474,3.0,3.0,168,130,0,0,0,0,0.0,0.0,0,225000
794,,10832,7,5,1994,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,712,712,5,1086,809,0,1895,0,0,2,1,4,7,8,1,3.0,,1994.0,2,409,3.0,3.0,143,46,0,0,0,0,0.0,0.0,500,194500
795,70.0,8400,6,6,1980,130.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,650,650,3,888,676,0,1564,0,0,2,1,3,7,8,1,3.0,,1980.0,2,476,3.0,3.0,0,50,0,0,204,0,3.0,3.0,0,171000
796,71.0,8197,6,5,1977,148.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,660,660,5,1285,0,0,1285,0,0,1,1,3,7,8,1,3.0,,1977.0,2,528,3.0,3.0,138,0,0,0,0,0,3.0,3.0,0,143500
797,57.0,7677,5,5,1953,0.0,3,3,3.0,3.0,1.0,4.0,570,1.0,0,203,773,4,773,0,0,773,0,0,1,0,3,4,8,0,,,1953.0,1,240,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,110000
798,104.0,13518,9,5,2008,860.0,5,3,5.0,3.0,1.0,1.0,0,1.0,0,1926,1926,5,1966,1174,0,3140,0,0,3,1,5,11,8,2,4.0,3.0,2009.0,3,820,3.0,3.0,144,78,0,0,0,0,0.0,0.0,0,485000
799,60.0,7200,5,7,1937,252.0,3,3,4.0,3.0,1.0,5.0,569,1.0,0,162,731,5,981,787,0,1768,1,0,1,1,4,7,8,2,3.0,1.0,1939.0,1,240,3.0,3.0,0,0,264,0,0,0,3.0,3.0,0,175000
800,79.0,12798,6,5,1997,0.0,3,3,4.0,3.0,4.0,6.0,462,1.0,0,154,616,4,616,1072,0,1688,1,0,2,1,4,8,8,0,,,1997.0,2,603,3.0,3.0,403,114,185,0,0,0,0.0,0.0,400,200000
801,40.0,4800,4,7,1916,0.0,3,3,3.0,3.0,1.0,2.0,197,1.0,0,999,1196,5,1196,0,0,1196,1,0,1,0,3,5,8,0,,1.0,1957.0,2,440,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,109900
802,63.0,8199,7,5,2005,0.0,4,3,4.0,3.0,3.0,6.0,648,1.0,0,80,728,5,728,728,0,1456,1,0,2,1,4,7,8,1,4.0,,2005.0,2,410,3.0,3.0,36,18,0,0,0,0,0.0,0.0,0,189000
803,107.0,13891,9,5,2008,424.0,5,3,5.0,3.0,4.0,1.0,0,1.0,0,1734,1734,5,1734,1088,0,2822,0,0,3,1,5,12,8,1,4.0,3.0,2009.0,3,1020,3.0,3.0,52,170,0,0,192,0,0.0,0.0,0,582933
804,75.0,9000,5,5,1954,0.0,3,3,3.0,3.0,1.0,2.0,812,1.0,0,124,936,3,1128,0,0,1128,0,0,1,0,3,5,7,0,,,1954.0,1,286,3.0,3.0,0,0,0,0,0,0,2.0,2.0,0,118000
805,91.0,12274,7,5,2008,256.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1417,1417,5,1428,0,0,1428,0,0,2,0,5,6,8,0,,,2008.0,2,554,3.0,3.0,0,60,0,0,0,0,0.0,0.0,0,227680
806,75.0,9750,5,5,1967,0.0,3,3,3.0,3.0,3.0,5.0,400,3.0,480,100,980,4,980,0,0,980,0,0,2,0,3,6,8,0,,,1967.0,1,384,3.0,3.0,68,0,0,0,0,0,0.0,0.0,0,135500
807,144.0,21384,5,6,1923,0.0,3,3,3.0,3.0,4.0,6.0,1309,1.0,0,15,1324,5,1072,504,0,1576,2,0,1,1,4,6,8,1,3.0,,1923.0,2,528,3.0,3.0,0,312,0,0,0,0,0.0,0.0,0,223500
808,85.0,13400,5,5,1966,1047.0,3,3,3.0,3.0,3.0,5.0,516,4.0,128,380,1024,3,1086,0,0,1086,1,0,1,0,3,6,8,1,4.0,,1966.0,2,484,3.0,3.0,0,0,0,0,0,0,2.0,2.0,0,159950
809,90.0,8100,5,5,1898,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,849,849,3,1075,1063,0,2138,0,0,2,0,3,11,8,0,,1.0,1910.0,2,360,2.0,1.0,40,156,0,0,0,0,3.0,3.0,0,106000
810,78.0,10140,6,6,1974,99.0,3,3,3.0,3.0,1.0,5.0,663,2.0,377,0,1040,2,1309,0,0,1309,1,0,1,1,4,5,8,1,2.0,,1974.0,2,484,3.0,3.0,265,0,0,0,0,648,4.0,4.0,0,181000
811,,4438,6,5,2004,169.0,4,3,4.0,3.0,4.0,6.0,662,1.0,0,186,848,5,848,0,0,848,1,0,1,0,4,4,8,1,4.0,,2004.0,2,420,3.0,3.0,140,0,0,0,0,0,0.0,0.0,0,144500
812,66.0,8712,5,5,1952,0.0,2,3,3.0,3.0,3.0,1.0,0,1.0,0,540,540,3,1044,0,0,1044,0,0,1,0,2,4,8,0,,4.0,1952.0,2,504,3.0,3.0,0,0,0,0,0,0,0.0,0.0,54,55993
813,75.0,9750,6,6,1958,243.0,3,3,3.0,3.0,1.0,3.0,608,1.0,0,834,1442,4,1442,0,0,1442,0,0,1,1,3,7,8,0,,,1958.0,1,301,3.0,3.0,0,0,275,0,0,0,0.0,0.0,500,157900
814,45.0,8248,5,7,1918,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,686,686,4,686,564,0,1250,0,1,1,1,2,7,8,0,,1.0,1955.0,1,280,3.0,3.0,207,0,96,0,0,0,0.0,0.0,0,116000
815,48.0,12137,7,5,1998,442.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1649,1649,5,1661,0,0,1661,0,0,2,0,4,6,8,0,,,1998.0,2,598,3.0,3.0,0,34,0,0,0,0,0.0,0.0,0,224900
816,,11425,5,6,1954,0.0,3,3,3.0,3.0,1.0,4.0,486,1.0,0,522,1008,4,1008,0,0,1008,0,0,1,0,3,4,8,1,4.0,,1954.0,1,275,3.0,3.0,0,0,120,0,0,0,0.0,0.0,0,137000
817,,13265,8,5,2002,148.0,4,3,4.0,3.0,1.0,6.0,1218,1.0,0,350,1568,5,1689,0,0,1689,1,0,2,0,4,7,8,2,4.0,,2002.0,3,857,3.0,3.0,150,59,0,0,0,0,0.0,0.0,0,271000
818,80.0,8816,6,7,1971,80.0,3,3,3.0,3.0,3.0,6.0,504,1.0,0,506,1010,4,1052,0,0,1052,1,0,1,0,3,6,8,0,,,1971.0,2,440,3.0,3.0,0,0,0,0,0,0,3.0,3.0,0,155000
819,44.0,6371,7,5,2009,128.0,4,3,4.0,3.0,2.0,6.0,733,1.0,0,625,1358,5,1358,0,0,1358,1,0,2,0,4,6,8,1,4.0,,2010.0,2,484,3.0,3.0,192,35,0,0,0,0,0.0,0.0,0,224000
820,72.0,7226,7,5,2003,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,798,798,5,798,842,0,1640,0,0,2,1,4,6,8,0,,,2003.0,2,595,3.0,3.0,0,45,0,0,0,0,0.0,0.0,0,183000
821,60.0,6000,4,4,1953,0.0,2,3,2.0,3.0,1.0,1.0,0,1.0,0,936,936,3,936,0,0,936,0,0,1,0,3,4,6,0,,1.0,1974.0,2,576,3.0,3.0,0,32,112,0,0,0,0.0,0.0,0,93000
822,,12394,7,5,2003,0.0,4,3,4.0,3.0,4.0,1.0,0,1.0,0,847,847,5,847,886,0,1733,0,0,2,1,4,7,8,1,4.0,3.0,2003.0,2,433,3.0,3.0,100,48,0,0,0,0,0.0,0.0,0,225000
823,60.0,9900,6,7,1940,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,778,778,3,944,545,0,1489,0,0,2,0,3,7,8,1,4.0,1.0,1940.0,1,240,3.0,3.0,335,0,0,0,0,0,2.0,2.0,0,139500
824,81.0,11216,8,5,2006,0.0,4,3,4.0,4.0,1.0,1.0,0,1.0,0,1489,1489,5,1489,0,0,1489,0,0,2,0,4,7,8,1,4.0,,2006.0,2,776,3.0,3.0,0,140,0,0,0,0,0.0,0.0,0,232600
825,114.0,14803,10,5,2007,816.0,5,3,5.0,3.0,3.0,6.0,1636,1.0,0,442,2078,5,2084,0,0,2084,1,0,2,0,5,7,8,1,4.0,,2007.0,3,1220,3.0,3.0,188,45,0,0,0,0,0.0,0.0,0,385000
826,50.0,6130,5,6,1924,0.0,3,3,3.0,3.0,1.0,5.0,784,1.0,0,0,784,4,784,0,0,784,1,0,1,0,4,5,8,0,,,,0,0,,,0,0,116,0,0,0,0.0,0.0,0,109500
827,65.0,8529,7,5,2001,0.0,4,3,4.0,3.0,1.0,6.0,20,1.0,0,1434,1454,5,1434,0,0,1434,0,0,2,0,4,6,8,1,3.0,,2001.0,2,527,3.0,3.0,290,39,0,0,0,0,0.0,0.0,0,189000
828,,28698,5,5,1967,0.0,3,3,3.0,4.0,4.0,2.0,249,5.0,764,0,1013,3,1160,966,0,2126,0,1,2,1,3,7,6,0,,,1967.0,2,538,3.0,3.0,486,0,0,0,225,0,0.0,0.0,0,185000
829,24.0,2544,7,5,2005,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,600,600,5,520,623,80,1223,0,0,2,1,4,4,8,0,,1.0,2005.0,2,480,3.0,3.0,0,166,0,0,0,0,0.0,0.0,0,147400
830,80.0,11900,6,5,1957,387.0,3,3,3.0,3.0,1.0,3.0,1040,1.0,0,352,1392,3,1392,0,0,1392,1,0,1,1,3,6,8,2,4.0,,1957.0,2,458,3.0,3.0,0,0,0,0,192,0,0.0,0.0,0,166000
831,30.0,3180,7,5,2005,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,600,600,5,520,600,80,1200,0,0,2,1,4,4,8,0,,1.0,2005.0,2,480,3.0,3.0,0,166,0,0,0,0,0.0,0.0,0,151000
832,44.0,9548,7,6,2003,223.0,4,3,4.0,3.0,1.0,6.0,483,1.0,0,458,941,5,941,888,0,1829,1,0,2,1,4,7,8,1,3.0,,2003.0,2,613,3.0,3.0,192,39,0,0,0,0,0.0,0.0,0,237000
833,100.0,10004,6,6,1964,180.0,3,3,3.0,3.0,1.0,3.0,196,4.0,345,975,1516,3,1516,0,0,1516,0,0,1,1,3,6,8,0,,,1964.0,2,472,3.0,3.0,0,0,0,0,152,0,0.0,0.0,0,167000
834,75.0,7875,5,6,1961,136.0,3,3,3.0,3.0,1.0,3.0,572,1.0,0,572,1144,4,1144,0,0,1144,1,0,1,0,3,6,8,0,,,1961.0,2,456,3.0,3.0,0,0,0,0,0,0,2.0,2.0,0,139950
835,60.0,9600,4,7,1950,0.0,3,3,4.0,3.0,1.0,4.0,442,1.0,0,625,1067,3,1067,0,0,1067,0,0,2,0,4,4,6,0,,,1996.0,2,436,3.0,3.0,290,0,0,0,0,0,0.0,0.0,0,128000
836,90.0,8100,5,6,1948,0.0,3,3,3.0,3.0,1.0,3.0,338,1.0,0,1221,1559,4,1559,0,0,1559,1,0,1,0,3,5,6,0,,1.0,1948.0,2,812,3.0,3.0,0,116,230,0,0,0,2.0,2.0,0,153500
837,21.0,1680,6,5,1973,158.0,3,3,3.0,3.0,1.0,4.0,330,1.0,0,153,483,3,483,504,0,987,1,0,1,1,3,5,8,0,,1.0,1973.0,1,264,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,100000
838,75.0,9525,5,6,1995,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1099,1099,5,1099,0,0,1099,0,0,1,1,4,6,8,0,,,1999.0,1,352,3.0,3.0,278,0,0,0,0,0,0.0,0.0,0,144000
839,70.0,11767,5,6,1946,0.0,3,3,3.0,3.0,1.0,4.0,352,1.0,0,416,768,5,768,432,0,1200,0,0,1,0,3,6,8,0,,1.0,1946.0,1,240,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,130500
840,,12155,6,8,1925,0.0,3,3,3.0,3.0,1.0,4.0,156,1.0,0,516,672,3,810,672,0,1482,0,0,2,0,2,7,8,0,,1.0,1934.0,1,400,3.0,3.0,0,0,254,0,0,0,0.0,0.0,0,140000
841,60.0,10440,5,8,1904,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,650,650,4,958,581,0,1539,0,0,2,0,4,8,8,1,1.0,1.0,1983.0,2,686,4.0,3.0,70,78,68,0,0,0,0.0,0.0,0,157500
842,82.0,9020,6,7,1966,183.0,3,3,3.0,3.0,4.0,3.0,312,5.0,539,276,1127,3,1165,0,0,1165,1,0,1,1,3,6,8,0,,,1966.0,2,490,4.0,4.0,0,129,0,0,0,0,4.0,4.0,0,174900
843,80.0,8000,5,4,1961,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1800,1800,5,1800,0,0,1800,0,0,2,0,3,10,8,0,,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0,141000
844,100.0,12665,5,8,1915,0.0,3,3,3.0,3.0,2.0,1.0,0,1.0,0,876,876,4,876,540,0,1416,0,0,1,1,3,7,8,1,4.0,1.0,1949.0,3,720,3.0,3.0,418,0,194,0,0,0,0.0,0.0,0,153900
845,,16647,5,5,1975,0.0,3,3,4.0,3.0,4.0,5.0,1390,1.0,0,0,1390,3,1701,0,0,1701,1,0,2,0,3,6,6,2,3.0,4.0,1975.0,2,611,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,171000
846,75.0,9317,7,5,1993,137.0,4,3,4.0,3.0,1.0,5.0,513,1.0,0,227,740,5,1006,769,0,1775,1,0,2,1,4,7,8,1,3.0,,1993.0,2,425,3.0,3.0,234,72,192,0,0,0,0.0,0.0,0,213000
847,36.0,15523,5,6,1972,0.0,3,3,3.0,3.0,3.0,4.0,460,1.0,0,404,864,5,864,0,0,864,1,0,1,0,3,5,8,1,2.0,,1972.0,1,338,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,133500
848,75.0,45600,6,8,1908,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,907,907,3,1307,1051,0,2358,0,0,3,0,3,10,8,1,4.0,1.0,1908.0,2,360,2.0,3.0,486,40,0,0,175,0,0.0,0.0,0,240000
849,80.0,9600,6,7,1976,360.0,4,4,3.0,3.0,1.0,1.0,0,1.0,0,528,528,5,1094,761,0,1855,0,0,2,1,3,7,8,1,3.0,,1976.0,2,512,3.0,3.0,113,100,0,0,0,0,0.0,0.0,0,187000
850,36.0,4435,6,5,2003,170.0,4,3,4.0,3.0,3.0,6.0,659,1.0,0,189,848,5,848,0,0,848,1,0,1,0,4,3,8,0,,,2003.0,2,420,3.0,3.0,140,0,0,0,0,0,0.0,0.0,0,131500
851,,3196,8,5,2003,40.0,4,3,4.0,3.0,4.0,1.0,0,1.0,0,1273,1273,5,1456,0,0,1456,0,0,2,0,4,7,8,1,3.0,,2003.0,2,400,3.0,3.0,143,20,0,0,0,0,0.0,0.0,0,215000
852,53.0,7128,7,5,1941,0.0,3,4,3.0,3.0,1.0,3.0,364,1.0,0,554,918,4,918,728,0,1646,0,0,2,0,3,7,8,2,4.0,1.0,1941.0,1,240,3.0,3.0,0,0,0,0,126,0,3.0,3.0,0,164000
853,,12095,6,6,1964,115.0,3,4,3.0,3.0,4.0,3.0,564,1.0,0,563,1127,3,1445,0,0,1445,0,0,1,1,3,7,8,1,2.0,,1964.0,2,645,3.0,3.0,180,0,0,0,0,0,3.0,3.0,0,158000
854,102.0,17920,5,4,1955,0.0,3,3,3.0,3.0,2.0,5.0,306,3.0,1085,372,1763,3,1779,0,0,1779,1,0,1,1,3,6,8,1,4.0,,1955.0,2,454,3.0,3.0,0,418,0,0,312,0,0.0,0.0,0,170000
855,,6897,5,8,1962,0.0,3,4,3.0,3.0,1.0,5.0,659,1.0,0,381,1040,5,1040,0,0,1040,1,0,1,1,3,6,8,0,,1.0,1962.0,1,260,3.0,3.0,0,104,0,0,0,0,0.0,0.0,0,127000
856,,10970,6,6,1978,0.0,3,3,4.0,4.0,4.0,6.0,505,2.0,435,0,940,3,1026,0,0,1026,1,0,1,0,3,5,8,0,,1.0,1981.0,2,576,3.0,2.0,0,0,34,0,0,0,3.0,3.0,0,147000
857,65.0,8125,6,5,1994,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,702,702,4,702,779,0,1481,0,0,2,1,3,6,8,1,3.0,,1994.0,2,343,3.0,3.0,0,36,0,0,0,0,0.0,0.0,0,174000
858,80.0,10400,7,5,1976,189.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1090,1090,3,1370,0,0,1370,0,0,2,0,3,6,8,1,3.0,,1976.0,2,479,3.0,3.0,0,0,0,0,0,0,3.0,3.0,0,152000
859,,11029,6,7,1968,220.0,3,3,3.0,3.0,2.0,4.0,619,1.0,0,435,1054,3,1512,1142,0,2654,1,0,2,1,4,9,8,1,4.0,,1968.0,2,619,3.0,3.0,0,65,0,0,222,0,0.0,0.0,0,250000
860,55.0,7642,7,8,1918,0.0,4,3,3.0,3.0,1.0,1.0,0,1.0,0,912,912,4,912,514,0,1426,0,0,1,1,4,7,8,1,4.0,1.0,1925.0,1,216,3.0,3.0,0,240,0,0,0,0,4.0,4.0,0,189950
861,75.0,11625,5,4,1965,0.0,3,3,3.0,3.0,2.0,4.0,841,1.0,0,198,1039,5,1039,0,0,1039,1,0,1,1,3,6,8,0,,,1965.0,2,504,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,131500
862,81.0,9672,6,5,1984,0.0,3,3,4.0,3.0,1.0,6.0,338,1.0,0,702,1040,3,1097,0,0,1097,0,0,2,0,3,6,8,0,,,1986.0,2,480,3.0,3.0,0,0,0,0,0,0,4.0,4.0,0,152000
863,70.0,7931,5,5,1959,0.0,3,3,3.0,3.0,1.0,4.0,1148,1.0,0,0,1148,3,1148,0,0,1148,1,0,1,0,3,6,8,0,,,1959.0,1,672,3.0,3.0,0,0,0,0,0,0,4.0,4.0,0,132500
864,72.0,8640,7,5,2007,0.0,4,3,5.0,3.0,1.0,1.0,0,1.0,0,1372,1372,5,1372,0,0,1372,0,0,2,0,4,6,8,0,,,2008.0,2,529,3.0,3.0,0,140,0,0,0,0,0.0,0.0,0,250580
865,,8750,5,6,1970,76.0,3,3,3.0,3.0,1.0,4.0,828,1.0,0,174,1002,3,1002,0,0,1002,1,0,1,0,3,5,8,0,,1.0,1973.0,2,902,3.0,3.0,0,0,0,0,0,0,3.0,3.0,0,148500
866,67.0,10656,8,5,2006,274.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1638,1638,5,1646,0,0,1646,0,0,2,0,4,6,8,1,4.0,,2007.0,3,870,3.0,3.0,192,80,0,0,0,0,0.0,0.0,0,248900
867,85.0,6970,4,5,1961,0.0,3,3,3.0,3.0,1.0,5.0,932,1.0,0,108,1040,3,1120,0,0,1120,1,0,1,1,2,5,8,0,,,1961.0,2,544,3.0,3.0,168,0,0,0,0,0,0.0,0.0,400,129000
868,,14762,5,6,1948,0.0,3,3,,,,,0,,0,0,0,4,1547,720,53,2320,0,0,2,0,3,7,8,1,3.0,,1979.0,2,672,3.0,3.0,120,144,0,0,0,0,0.0,0.0,0,169000
869,80.0,9938,7,5,1993,246.0,4,3,4.0,3.0,1.0,6.0,750,1.0,0,300,1050,5,1062,887,0,1949,1,0,2,1,4,8,8,1,3.0,,1993.0,2,574,3.0,3.0,156,90,0,0,0,0,4.0,4.0,0,236000
870,60.0,6600,5,5,1962,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,894,894,4,894,0,0,894,0,0,1,0,3,5,8,0,,1.0,1962.0,1,308,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,109500
871,70.0,8750,6,5,1998,116.0,3,3,4.0,3.0,1.0,6.0,505,1.0,0,299,804,5,804,878,0,1682,0,0,2,1,4,7,8,0,,,1998.0,2,523,3.0,3.0,0,77,0,0,0,0,0.0,0.0,0,200500
872,74.0,8892,5,7,1953,0.0,4,3,3.0,3.0,3.0,1.0,0,1.0,0,105,105,4,910,0,0,910,0,0,1,0,4,5,8,0,,,1953.0,2,414,3.0,3.0,196,0,150,0,0,0,2.0,2.0,0,116000
873,60.0,12144,5,7,1949,0.0,4,3,3.0,3.0,1.0,3.0,375,1.0,0,457,832,4,1036,0,232,1268,0,0,1,0,3,6,8,1,4.0,,1949.0,1,288,3.0,3.0,0,28,0,0,0,0,0.0,0.0,0,133000
874,52.0,5720,5,6,1941,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,676,676,5,676,455,0,1131,0,0,1,1,3,5,8,0,,1.0,1941.0,1,200,3.0,3.0,26,0,0,0,0,0,0.0,0.0,0,66500
875,75.0,9000,8,5,2007,0.0,4,3,4.0,3.0,3.0,6.0,64,1.0,0,1120,1184,5,1184,1426,0,2610,0,0,2,1,5,11,8,1,4.0,3.0,2007.0,2,550,3.0,3.0,208,364,0,0,0,0,0.0,0.0,0,303477
876,94.0,25286,4,5,1963,0.0,3,3,3.0,3.0,4.0,5.0,633,1.0,0,431,1064,4,1040,0,0,1040,1,0,1,0,3,5,8,0,,,1963.0,2,648,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,132250
877,74.0,8834,9,5,2004,216.0,4,3,5.0,3.0,1.0,6.0,1170,1.0,0,292,1462,5,1462,762,0,2224,1,0,2,1,5,10,8,1,4.0,,2004.0,3,738,3.0,3.0,184,0,0,0,0,0,0.0,0.0,0,350000
878,88.0,11782,5,7,1961,0.0,3,3,3.0,3.0,3.0,5.0,899,1.0,0,210,1109,3,1155,0,0,1155,1,0,1,0,4,6,6,0,,1.0,1987.0,2,576,3.0,3.0,192,0,0,0,0,0,3.0,3.0,400,148000
879,,7000,5,8,1978,90.0,4,4,3.0,3.0,1.0,5.0,646,1.0,0,218,864,5,864,0,0,864,1,0,1,0,3,6,8,0,,,1978.0,1,336,3.0,3.0,0,0,0,0,0,0,2.0,2.0,0,136500
880,60.0,7024,5,5,2005,0.0,3,3,5.0,4.0,1.0,5.0,980,1.0,0,110,1090,4,1090,0,0,1090,1,0,1,1,3,5,8,0,,,2005.0,2,450,3.0,3.0,0,49,0,0,0,0,0.0,0.0,0,157000
881,44.0,13758,7,5,1990,117.0,4,4,4.0,3.0,2.0,2.0,902,1.0,0,254,1156,5,1187,530,0,1717,0,0,2,1,4,7,8,1,3.0,,1990.0,2,400,3.0,3.0,168,36,0,0,0,0,0.0,0.0,0,187500
882,,9636,6,5,1992,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,808,808,4,808,785,0,1593,0,0,2,1,3,7,8,1,3.0,3.0,1993.0,2,389,3.0,3.0,342,40,0,0,0,0,3.0,3.0,0,178000
883,60.0,6204,4,5,1912,0.0,4,3,3.0,2.0,1.0,1.0,0,1.0,0,795,795,3,954,795,481,2230,1,0,1,0,3,10,8,0,,1.0,1997.0,1,440,3.0,4.0,0,188,0,0,0,0,0.0,0.0,0,118500
884,65.0,7150,5,5,1967,60.0,3,3,3.0,3.0,1.0,4.0,432,1.0,0,460,892,3,892,0,0,892,0,0,1,0,3,5,8,0,,,1967.0,1,288,3.0,3.0,0,0,0,0,0,0,2.0,2.0,0,100000
