,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,Income_Above_or_Below_50K
26875,45,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
26876,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,0
26877,49,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,45,0
26878,35,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
26879,30,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
26880,23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,25,0
26881,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
26882,35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
26883,31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0
26884,20,Private,11th,7,Never-married,Craft-repair,Not-in-family,Black,Male,25,0
26885,44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26886,33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,0
26887,50,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
26888,25,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,40,0
26889,28,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
26890,60,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,1
26891,38,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26892,38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0
26893,57,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
26894,50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
26895,39,Local-gov,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,40,0
26896,69,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0
26897,51,State-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,39,1
26898,42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,0
26899,53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
26900,37,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
26901,37,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26902,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
26903,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,24,0
26904,38,State-gov,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,38,0
26905,52,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,48,1
26906,48,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
26907,30,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
26908,37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,1
26909,47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,0
26910,33,Local-gov,Bachelors,13,Divorced,Protective-serv,Unmarried,White,Female,60,0
26911,33,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,35,0
26912,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,15,0
26913,41,State-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,0
26914,32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
26916,36,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,0
26917,46,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
26918,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
26919,18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,16,0
26920,62,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,0
26921,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
26922,42,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,0
26923,18,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,40,0
26924,32,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,40,0
26925,43,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,0
26926,20,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,25,0
26927,50,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,45,0
26929,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26930,22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,0
26931,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0
26932,33,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,0
26933,43,Local-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,43,0
26934,38,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
26935,34,Local-gov,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,14,0
26936,40,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,45,0
26937,40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
26938,41,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
26939,57,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,1
26940,65,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0
26941,52,Federal-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,50,0
26942,59,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1
26943,18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,0
26944,48,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,0
26945,45,Private,5th-6th,3,Divorced,Transport-moving,Unmarried,White,Male,40,0
26946,24,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
26947,27,State-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,White,Male,40,0
26948,40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
26949,44,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
26950,24,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,50,0
26951,71,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0
26952,17,Private,12th,8,Never-married,Sales,Own-child,White,Male,40,0
26953,57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26956,33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
26957,41,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,0
26958,25,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,40,0
26959,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15,0
26961,34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
26963,27,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,0
26966,24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,20,0
26967,23,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,30,0
26968,33,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
26969,58,Self-emp-inc,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,56,0
26970,25,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
26971,44,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,55,0
26972,53,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
26973,38,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,1
26974,36,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,1
26975,25,State-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
26976,54,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,40,0
26977,31,Private,12th,8,Separated,Transport-moving,Unmarried,Black,Male,40,0
26978,18,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,0
26979,40,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,40,0
26980,26,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Black,Female,40,0
26982,33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,0
26983,22,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,55,0
26984,50,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26986,44,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
26987,37,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,40,0
26988,34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26989,45,Federal-gov,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,45,1
26991,25,Private,10th,6,Married-civ-spouse,Other-service,Own-child,White,Female,35,0
26992,20,Private,Some-college,10,Separated,Sales,Unmarried,Black,Female,40,0
26993,46,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,40,0
26994,26,Private,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Male,40,0
26995,45,Private,1st-4th,2,Married-civ-spouse,Other-service,Wife,White,Female,25,0
26997,57,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
26998,28,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,40,0
27000,36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,1
27001,32,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,0
27002,29,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,1
27003,36,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,45,0
27004,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,0
27005,27,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,20,0
27006,48,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,55,1
27007,49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
27008,55,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,20,1
27009,61,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,82,0
27010,42,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
27011,42,Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
27012,30,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
27013,32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27014,37,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
27015,35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
27016,30,Private,Assoc-voc,11,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,0
27017,30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20,1
27018,55,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,1
27019,36,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
27020,33,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,48,0
27021,56,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
27022,26,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27023,37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27024,28,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,60,0
27025,38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
27028,48,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,43,0
27029,35,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27030,39,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27031,64,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,0
27032,22,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,0
27033,45,Local-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,1
27034,27,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
27035,43,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,50,1
27036,23,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,37,0
27037,25,Private,10th,6,Never-married,Handlers-cleaners,Own-child,Black,Male,40,0
27038,39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
27039,63,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,35,0
27040,37,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
27041,26,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Other,Male,40,0
27042,33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
27044,28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
27045,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,0
27046,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,0
27047,34,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
27048,41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
27049,38,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,1
27050,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
27051,38,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,0
27052,46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,72,1
27053,43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,60,0
27054,49,Private,Some-college,10,Widowed,Sales,Unmarried,White,Female,30,0
27055,26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,35,0
27056,28,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,35,0
27057,54,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27059,24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,50,0
27060,23,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,30,0
27061,55,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
27062,58,Self-emp-not-inc,9th,5,Separated,Craft-repair,Not-in-family,White,Male,40,0
27064,19,Private,10th,6,Never-married,Other-service,Other-relative,Black,Female,20,0
27066,45,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,52,0
27067,30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
27068,76,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,33,0
27069,47,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,40,0
27070,34,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,40,0
27071,40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,1
27072,24,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,25,0
27073,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1
27074,67,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,10,1
27075,24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,0
27076,43,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,0
27077,29,Private,12th,8,Never-married,Craft-repair,Unmarried,White,Male,40,0
27078,40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27079,61,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
27080,45,Local-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
27081,21,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,50,0
27082,58,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
27083,52,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
27084,34,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,0
27085,20,Private,Some-college,10,Never-married,Prof-specialty,Other-relative,Black,Female,20,0
27087,46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27088,54,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
27089,43,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
27090,25,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27091,21,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,25,0
27092,65,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,50,1
27093,37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,40,0
27094,29,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,40,1
27095,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
27096,37,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
27097,38,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Black,Female,40,0
27098,35,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,70,0
27099,32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
27100,44,Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,White,Male,60,0
27102,23,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,25,0
27103,25,Self-emp-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,1
27104,23,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,28,0
27105,47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27106,47,Private,11th,7,Divorced,Craft-repair,Not-in-family,White,Female,45,0
27107,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
27108,35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
27110,50,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
27111,47,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,40,0
27112,35,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
27113,24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
27114,21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
27115,35,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,1
27116,30,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,0
27117,17,Private,11th,7,Never-married,Other-service,Own-child,Black,Male,20,0
27119,27,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,60,0
27120,22,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,15,0
27121,22,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,0
27122,50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0
27123,51,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,38,1
27124,27,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,30,0
27125,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,20,0
27127,20,State-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,0
27128,42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,0
27129,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27130,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,1
27131,35,Private,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,80,0
27132,22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,40,0
27133,34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,38,0
27134,28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
27135,38,Private,Bachelors,13,Divorced,Priv-house-serv,Unmarried,White,Female,24,0
27136,48,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,42,1
27138,34,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27139,25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,50,1
27140,23,Local-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
27141,38,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,1
27142,43,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,40,0
27143,49,Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,1
27144,23,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,0
27145,57,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
27146,24,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,40,0
27147,44,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,58,1
27148,34,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,50,0
27149,29,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
27150,29,Private,11th,7,Never-married,Other-service,Unmarried,Black,Female,40,0
27151,35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
27152,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27153,38,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,36,0
27154,42,Local-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,50,0
27155,53,Private,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,40,0
27156,29,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,55,0
27157,59,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,72,0
27158,31,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,40,0
27159,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27160,51,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,50,1
27161,25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
27163,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27164,46,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,48,0
27165,45,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,40,0
27166,23,Private,Some-college,10,Never-married,Exec-managerial,Other-relative,Black,Female,40,0
27167,33,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,42,0
27168,44,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,20,1
27169,25,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,0
27170,48,State-gov,Some-college,10,Divorced,Other-service,Own-child,White,Male,40,0
27171,23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,40,0
27172,33,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1
27173,20,Private,Some-college,10,Married-civ-spouse,Sales,Other-relative,White,Female,30,0
27174,23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
27175,71,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,0
27176,22,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
27177,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
27178,27,Private,11th,7,Never-married,Craft-repair,Other-relative,White,Male,60,0
27179,40,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,35,0
27180,30,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,50,0
27181,30,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
27182,30,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27183,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
27184,39,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,0
27185,39,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,0
27186,74,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,0
27187,32,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
27188,25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,0
27189,64,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,0
27190,47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
27191,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,37,1
27192,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27193,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
27194,40,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,40,1
27195,22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,80,0
27196,56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27197,37,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,55,0
27198,30,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0
27199,20,Private,12th,8,Never-married,Prof-specialty,Not-in-family,White,Female,35,0
27200,53,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,1
27201,43,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,48,1
27202,23,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
